PartitionMovement,InstancePartitionCount,ResourcePartitionCount,ResourceTopStateCount,MaxCapacityKeyUsage,evenness,movements
13.0,7.0,94.0,42.0,64.0,1.3073629,0.23703703
83.0,64.0,6.0,42.0,1.0,3.805803,0.0
25.0,41.0,86.0,0.0,29.0,1.7947028,0.11111111
4.0,73.0,31.0,54.0,81.0,0.7406353,0.37777779
71.0,76.0,7.0,45.0,65.0,2.3570542,0.044444446
2.0,42.0,83.0,91.0,35.0,0.814997,0.37037036
46.0,31.0,98.0,39.0,18.0,1.8967936,0.074074075
29.0,15.0,26.0,0.0,42.0,2.2255397,0.0
80.0,78.0,15.0,98.0,68.0,1.721848,0.074074075
79.0,3.0,55.0,11.0,76.0,2.2781537,0.0
83.0,67.0,53.0,25.0,93.0,2.6108215,0.0
54.0,90.0,46.0,65.0,68.0,1.5287526,0.22962964
51.0,68.0,96.0,71.0,27.0,1.3228441,0.22962964
39.0,57.0,84.0,78.0,19.0,1.78457,0.22962964
66.0,25.0,42.0,84.0,31.0,2.4494617,0.0
96.0,22.0,91.0,4.0,69.0,1.930866,0.0
66.0,21.0,30.0,28.0,44.0,2.6272423,0.0
76.0,30.0,27.0,98.0,21.0,1.7766637,0.0
69.0,8.0,50.0,64.0,66.0,2.2139037,0.0
81.0,43.0,55.0,67.0,59.0,1.656046,0.0
96.0,55.0,66.0,52.0,49.0,4.32293,0.0
60.0,28.0,45.0,67.0,0.0,2.7773988,0.0
31.0,46.0,48.0,69.0,41.0,1.62493,0.22962964
20.0,41.0,74.0,6.0,40.0,1.4859164,0.22962964
0.0,19.0,96.0,58.0,92.0,0.5580036,0.94074076
27.0,89.0,7.0,75.0,4.0,1.5146549,0.22962964
7.0,99.0,26.0,57.0,57.0,0.87269104,0.37777779
68.0,80.0,87.0,34.0,30.0,1.7133778,0.1037037
0.0,20.0,57.0,95.0,37.0,0.8240997,0.95555556
2.0,76.0,88.0,83.0,32.0,0.75318813,0.37037036
54.0,10.0,88.0,63.0,91.0,1.7574247,0.02962963
72.0,11.0,66.0,72.0,27.0,1.6735078,0.0
24.0,7.0,99.0,26.0,36.0,2.038683,0.11111111
44.0,71.0,57.0,35.0,81.0,0.991007,0.22962964
66.0,29.0,83.0,79.0,33.0,2.6733086,0.02962963
38.0,51.0,61.0,20.0,3.0,1.5467299,0.11111111
98.0,70.0,48.0,6.0,87.0,2.5585806,0.0
84.0,41.0,19.0,86.0,3.0,2.2406986,0.0
83.0,6.0,81.0,79.0,71.0,3.0886886,0.0
92.0,48.0,9.0,26.0,72.0,2.9878535,0.0
60.0,95.0,59.0,86.0,12.0,1.0685517,0.22962964
67.0,52.0,85.0,3.0,60.0,2.8019924,0.0
18.0,1.0,27.0,55.0,6.0,1.9309409,0.11111111
27.0,18.0,67.0,66.0,29.0,1.8956695,0.22222222
30.0,18.0,96.0,74.0,84.0,1.4043924,0.22962964
84.0,36.0,87.0,67.0,59.0,2.1037328,0.0
32.0,68.0,19.0,25.0,60.0,0.86367,0.22962964
16.0,57.0,11.0,14.0,46.0,0.9791042,0.2888889
89.0,5.0,69.0,71.0,79.0,1.9848707,0.0
18.0,62.0,89.0,1.0,98.0,0.9430839,0.2962963
15.0,74.0,91.0,47.0,27.0,0.66107607,0.34074074
64.0,79.0,50.0,80.0,18.0,1.362686,0.22222222
36.0,29.0,17.0,68.0,70.0,1.0502957,0.11111111
98.0,98.0,35.0,15.0,23.0,1.7968938,0.0
99.0,91.0,64.0,31.0,67.0,1.6506984,0.0
91.0,72.0,85.0,14.0,14.0,2.7043734,0.0
7.0,14.0,9.0,43.0,82.0,0.87713754,0.22962964
10.0,58.0,58.0,17.0,56.0,0.91435194,0.34074074
16.0,79.0,33.0,15.0,57.0,1.0523447,0.37777779
45.0,57.0,92.0,75.0,94.0,1.3292571,0.22962964
55.0,20.0,14.0,30.0,80.0,3.386434,0.0
97.0,7.0,12.0,49.0,20.0,2.3990343,0.0
11.0,98.0,91.0,72.0,38.0,0.60587114,0.37037036
72.0,99.0,91.0,1.0,27.0,1.9055591,0.08148148
71.0,40.0,7.0,3.0,31.0,2.66756,0.0
32.0,2.0,89.0,30.0,44.0,2.7337153,0.02962963
9.0,60.0,84.0,70.0,37.0,0.8908533,0.37037036
15.0,83.0,16.0,78.0,69.0,0.7235555,0.37777779
63.0,96.0,9.0,32.0,10.0,1.5628618,0.11111111
10.0,39.0,14.0,35.0,75.0,1.4479455,0.32592592
58.0,12.0,85.0,87.0,43.0,1.5171937,0.02962963
71.0,38.0,46.0,69.0,34.0,3.168527,0.0
27.0,3.0,61.0,35.0,81.0,1.8139616,0.02962963
12.0,0.0,15.0,67.0,31.0,1.1417961,0.22222222
89.0,93.0,9.0,98.0,19.0,1.7346208,0.074074075
36.0,84.0,12.0,7.0,33.0,1.5136452,0.22962964
68.0,18.0,5.0,54.0,17.0,2.3437855,0.0
31.0,20.0,3.0,57.0,16.0,1.4504982,0.074074075
32.0,72.0,86.0,56.0,87.0,1.264483,0.22962964
92.0,75.0,45.0,24.0,88.0,2.701664,0.0
51.0,79.0,61.0,48.0,29.0,0.9158006,0.22962964
44.0,28.0,99.0,55.0,22.0,1.7414801,0.074074075
54.0,91.0,32.0,98.0,76.0,0.94385487,0.22962964
20.0,66.0,80.0,60.0,4.0,1.1804448,0.22962964
38.0,33.0,86.0,99.0,71.0,0.9042785,0.22962964
25.0,98.0,58.0,75.0,70.0,1.0119348,0.2962963
91.0,13.0,31.0,18.0,38.0,2.005571,0.0
75.0,86.0,30.0,63.0,10.0,1.6438284,0.074074075
33.0,23.0,57.0,5.0,73.0,2.2194147,0.0
33.0,69.0,99.0,5.0,37.0,0.6452137,0.22962964
54.0,66.0,9.0,41.0,88.0,1.7720269,0.074074075
11.0,41.0,88.0,0.0,74.0,1.159721,0.31111112
99.0,96.0,69.0,70.0,39.0,2.6695244,0.02962963
36.0,82.0,17.0,31.0,70.0,1.0770252,0.22962964
71.0,15.0,44.0,92.0,17.0,2.9468834,0.0
46.0,7.0,62.0,98.0,74.0,2.0118926,0.096296296
24.0,76.0,76.0,62.0,17.0,0.978569,0.22962964
40.0,86.0,82.0,16.0,55.0,1.4740274,0.22962964
19.0,23.0,87.0,8.0,33.0,1.8042902,0.11111111
6.0,75.0,92.0,91.0,3.0,0.8083553,0.37037036
93.0,50.0,35.0,35.0,36.0,2.3342247,0.0
99.0,12.0,60.0,82.0,88.0,2.4311514,0.0
16.0,97.0,46.0,29.0,39.0,1.0937072,0.37777779
99.0,74.0,34.0,81.0,32.0,1.335038,0.0
34.0,28.0,54.0,6.0,74.0,2.1819463,0.02962963
96.0,1.0,62.0,54.0,61.0,2.3384163,0.0
1.0,9.0,14.0,55.0,65.0,0.4559681,0.37037036
92.0,67.0,58.0,86.0,98.0,2.3599951,0.02962963
